Customer_ID,Age,Annual_Income,Credit_Limit,Balance,Purchases,Payment_Ratio,Late_Payments,Utilization,Risk_Level
23629,66,1811372,412638,244515,349317,0.4,4,0.59,Low Risk
23630,64,1737222,339812,403546,505970,0.66,8,1.19,High Risk
23631,58,1230986,179309,37489,251522,0.94,8,0.21,High Risk
23632,40,578917,705614,300036,227746,0.69,3,0.43,Low Risk
23633,65,972414,343386,179921,319617,0.42,7,0.52,High Risk
23634,68,1730495,189377,112619,439260,0.79,8,0.59,High Risk
23635,61,626123,753705,869093,47096,0.44,6,1.15,High Risk
23636,54,223799,385795,200600,76057,0.74,5,0.52,Low Risk
23637,49,1452245,287469,117775,554307,0.81,3,0.41,Low Risk
23638,23,320578,531928,237080,66023,0.63,4,0.45,Low Risk
23639,30,1704914,122260,29212,541356,0.44,8,0.24,High Risk
23640,40,1724138,852350,217189,330520,0.86,1,0.25,Low Risk
23641,22,252054,460862,168814,34335,0.51,0,0.37,Low Risk
23642,47,578849,711153,205709,51339,0.58,2,0.29,Low Risk
23643,52,283138,873840,411975,110888,0.5,7,0.47,High Risk
23644,30,300216,559409,142188,31125,0.64,8,0.25,High Risk
23645,60,1362992,430992,311252,500440,0.44,7,0.72,High Risk
23646,37,319324,256002,293305,120206,0.45,7,1.15,High Risk
23647,53,1473441,603422,390962,528747,0.86,0,0.65,Medium Risk
23648,26,1378475,396526,234411,414437,0.39,5,0.59,Low Risk
23649,59,232732,253130,77034,44828,0.86,6,0.3,High Risk
23650,67,1651436,95367,32865,338486,0.62,2,0.34,Low Risk
23651,38,398325,540699,423972,71086,0.73,2,0.78,Medium Risk
23652,29,1676759,270614,62130,296058,0.33,9,0.23,High Risk
23653,28,416166,73596,21687,150495,0.99,4,0.29,Low Risk
23654,45,1905364,222576,165586,243591,0.76,1,0.74,Medium Risk
23655,51,1708639,823225,748021,295583,0.63,2,0.91,High Risk
23656,62,1470506,268079,304555,450405,0.41,8,1.14,High Risk
23657,24,501188,272770,80339,43969,0.92,2,0.29,Low Risk
23658,40,1452753,512468,455807,446233,0.33,1,0.89,Medium Risk
23659,48,374821,239733,88094,114397,0.74,9,0.37,High Risk
23660,60,1382754,461268,127459,239774,0.89,8,0.28,High Risk
23661,21,329615,729991,732236,115871,0.82,6,1.0,High Risk
23662,60,1593393,906912,387972,304135,0.43,3,0.43,Low Risk
23663,64,755351,829206,385465,256234,0.94,7,0.46,High Risk
23664,43,1658659,851368,455849,611500,0.98,9,0.54,High Risk
23665,67,928708,731880,110274,123497,0.76,9,0.15,High Risk
23666,33,457544,625938,666831,128947,0.36,1,1.07,High Risk
23667,36,904899,952451,1112677,337516,0.5,4,1.17,High Risk
23668,46,980028,94323,30740,257492,0.38,8,0.33,High Risk
23669,51,1847136,927943,170304,220776,0.44,3,0.18,Low Risk
23670,21,956570,201003,128448,322304,0.85,3,0.64,Medium Risk
23671,37,1251541,814566,671405,298883,0.45,4,0.82,Medium Risk
23672,36,923642,472791,303870,364212,0.73,7,0.64,High Risk
23673,57,1681738,966382,790334,286357,0.74,6,0.82,High Risk
23674,30,1826692,971406,1113468,220792,0.47,4,1.15,High Risk
23675,58,840137,548196,254690,313882,0.84,2,0.46,Low Risk
23676,64,1334722,160316,172681,341842,0.51,5,1.08,High Risk
23677,51,424506,125362,87640,122646,0.96,8,0.7,High Risk
23678,30,390074,63288,55973,29286,0.35,2,0.88,Medium Risk
23679,69,646829,855736,868878,189209,0.7,5,1.02,High Risk
23680,54,741092,512441,201386,103691,0.73,9,0.39,High Risk
23681,26,1613543,57545,28239,264095,0.83,1,0.49,Low Risk
23682,48,980048,490113,70607,315155,0.82,3,0.14,Low Risk
23683,48,392403,954695,913790,106889,0.45,4,0.96,High Risk
23684,33,986307,208620,37108,358598,0.43,2,0.18,Low Risk
23685,61,425249,950923,534748,128399,0.81,9,0.56,High Risk
23686,32,359838,922747,923280,69583,0.58,1,1.0,High Risk
23687,60,1102305,738344,157606,221872,0.37,2,0.21,Low Risk
23688,22,1597570,708177,844685,434449,0.7,0,1.19,High Risk
23689,28,1037403,617656,445284,127886,0.84,2,0.72,Medium Risk
23690,62,1624744,466097,110695,358022,0.66,7,0.24,High Risk
23691,29,666148,600030,69401,51429,0.73,1,0.12,Low Risk
23692,28,688563,218678,102767,146319,1.0,8,0.47,High Risk
23693,23,1099292,989942,339151,147844,0.89,6,0.34,High Risk
23694,29,720654,592119,361130,266150,0.97,9,0.61,High Risk
23695,33,380131,411646,252220,121446,0.38,3,0.61,Medium Risk
23696,29,1298658,354331,96191,108099,0.93,5,0.27,Low Risk
23697,51,1572840,496963,409902,515662,0.64,7,0.82,High Risk
23698,45,522874,369795,204745,136225,0.63,0,0.55,Low Risk
23699,64,610953,62119,49459,143458,0.55,3,0.8,Medium Risk
23700,65,790480,68053,71461,91109,0.47,3,1.05,High Risk
23701,28,1435229,162325,46483,455358,0.7,2,0.29,Low Risk
23702,67,1069557,567295,326932,254933,0.36,3,0.58,Low Risk
23703,51,907379,578057,592785,141747,0.9,9,1.03,High Risk
23704,65,1093383,682932,610877,142089,0.81,6,0.89,High Risk
23705,65,729302,253993,110722,228696,0.89,6,0.44,High Risk
23706,51,712274,895442,834454,50013,0.86,0,0.93,High Risk
23707,37,1996132,511151,265888,532805,0.32,9,0.52,High Risk
23708,67,1283834,785405,917750,508850,0.64,8,1.17,High Risk
23709,39,1183914,330721,125775,439944,0.64,9,0.38,High Risk
23710,23,997731,634887,187923,387993,0.75,8,0.3,High Risk
23711,66,1121667,510635,544596,345663,0.96,6,1.07,High Risk
23712,50,750297,612592,396019,86509,0.98,9,0.65,High Risk
23713,30,1443118,386016,354562,558415,0.33,0,0.92,High Risk
23714,69,671399,406127,465096,244810,0.56,3,1.15,High Risk
23715,49,1087928,598939,189875,146412,0.64,0,0.32,Low Risk
23716,60,973786,554676,116571,320084,0.75,7,0.21,High Risk
23717,38,1902604,970276,328110,362162,0.39,0,0.34,Low Risk
23718,32,1146109,124113,28077,328727,0.52,3,0.23,Low Risk
23719,69,925939,505833,585859,150279,0.73,5,1.16,High Risk
23720,43,1567595,445430,394102,158369,0.56,8,0.88,High Risk
23721,31,1304353,853262,700875,367516,0.46,7,0.82,High Risk
23722,29,1394272,316640,363114,117531,0.73,1,1.15,High Risk
23723,44,1352877,629699,740710,125108,0.63,3,1.18,High Risk
23724,45,1467801,190387,210246,190215,0.87,5,1.1,High Risk
23725,45,960019,379761,313580,332605,0.41,1,0.83,Medium Risk
23726,67,511870,803170,519174,104731,0.87,0,0.65,Medium Risk
23727,29,1339783,144013,21359,292404,0.43,7,0.15,High Risk
23728,32,1879649,150767,160516,530893,0.9,9,1.06,High Risk
23729,31,1172826,581249,122141,428428,0.34,3,0.21,Low Risk
23730,69,579299,738725,143862,163449,0.91,1,0.19,Low Risk
23731,58,1149123,63809,52437,441930,0.59,5,0.82,Medium Risk
23732,48,1213097,931452,944968,87816,0.46,2,1.01,High Risk
23733,28,529268,892470,762214,182890,0.54,7,0.85,High Risk
23734,30,517169,484553,243000,147333,0.94,2,0.5,Low Risk
23735,45,881414,261025,264256,201610,0.52,2,1.01,High Risk
23736,67,1109923,476866,50524,142587,0.58,7,0.11,High Risk
23737,56,1494807,888400,249760,232795,0.39,8,0.28,High Risk
23738,63,1559438,905361,589510,153905,0.34,4,0.65,Medium Risk
23739,29,1946865,335863,357961,459499,0.75,6,1.07,High Risk
23740,61,1326768,928743,198886,380729,0.78,7,0.21,High Risk
23741,28,1903237,962103,627760,568787,0.78,9,0.65,High Risk
23742,23,200409,188803,61621,15962,0.74,6,0.33,High Risk
23743,38,1029017,451409,152377,220535,0.71,2,0.34,Low Risk
23744,66,826551,829964,851271,90723,0.47,2,1.03,High Risk
23745,55,1841974,858641,244444,558438,0.99,4,0.28,Low Risk
23746,37,477528,217254,37997,145224,0.74,6,0.17,High Risk
23747,56,1928672,948977,184169,678692,0.81,4,0.19,Low Risk
23748,48,502274,706317,342701,194033,0.64,0,0.49,Low Risk
23749,35,1082376,981586,682494,299690,0.65,1,0.7,Medium Risk
23750,39,838372,802182,90342,251264,0.87,4,0.11,Low Risk
23751,42,1129562,718442,857193,161640,0.36,0,1.19,High Risk
23752,26,285398,806939,914144,113654,0.94,3,1.13,High Risk
23753,67,1684738,77655,47513,369893,0.58,2,0.61,Medium Risk
23754,27,1201302,676451,176495,149493,0.32,1,0.26,Low Risk
23755,64,883362,829955,230283,185405,0.43,0,0.28,Low Risk
23756,68,1325621,829769,438632,236470,0.34,6,0.53,High Risk
23757,29,435607,714848,789108,82774,0.86,6,1.1,High Risk
23758,40,1793782,315836,174977,480295,0.32,7,0.55,High Risk
23759,57,385995,300166,157902,116434,0.71,6,0.53,High Risk
23760,31,1629301,543770,603522,199891,0.36,3,1.11,High Risk
23761,22,748095,355480,424122,292006,0.83,7,1.19,High Risk
23762,42,262739,723889,378045,67606,0.87,1,0.52,Low Risk
23763,68,838609,885947,1026629,197223,0.5,9,1.16,High Risk
23764,56,1593139,133434,32384,84911,0.39,3,0.24,Low Risk
23765,25,388661,869142,277873,111531,0.54,4,0.32,Low Risk
23766,27,1220249,604895,349760,487564,0.48,6,0.58,High Risk
23767,26,682507,727722,379005,194648,0.98,8,0.52,High Risk
23768,42,781089,923550,325929,235666,0.94,7,0.35,High Risk
23769,30,967727,615567,383718,58374,0.58,6,0.62,High Risk
23770,66,1503007,757671,687411,538740,0.71,3,0.91,High Risk
23771,60,1106333,554164,150982,406717,0.57,9,0.27,High Risk
23772,66,264385,651456,325863,94433,0.71,1,0.5,Low Risk
23773,66,1962613,287735,38480,601808,0.37,1,0.13,Low Risk
23774,40,776007,904201,1040450,94286,1.0,0,1.15,High Risk
23775,48,304352,910754,853335,36056,0.95,1,0.94,High Risk
23776,43,1378029,444228,203628,425544,0.51,2,0.46,Low Risk
23777,55,802281,302950,88246,103698,0.34,3,0.29,Low Risk
23778,21,630198,529846,362144,69567,0.78,5,0.68,Medium Risk
23779,49,1919935,282797,98078,691849,0.98,7,0.35,High Risk
23780,29,1696797,133462,93006,457597,0.8,7,0.7,High Risk
23781,29,243070,712636,390342,29496,0.33,3,0.55,Low Risk
23782,42,1796532,403082,286608,154949,0.73,3,0.71,Medium Risk
23783,22,1084844,131905,91180,144121,0.44,5,0.69,Medium Risk
23784,36,331817,250049,26466,89020,0.52,9,0.11,High Risk
23785,60,324396,777810,677216,63392,0.81,3,0.87,Medium Risk
23786,26,469004,819509,611504,38638,0.35,5,0.75,Medium Risk
23787,33,1438615,234431,179470,315250,0.32,2,0.77,Medium Risk
23788,53,1736416,748653,299396,153817,0.54,9,0.4,High Risk
23789,39,1779899,687691,790195,345631,0.91,3,1.15,High Risk
23790,35,1694255,77017,39367,156165,0.93,9,0.51,High Risk
23791,53,1470469,575409,212047,318455,0.49,3,0.37,Low Risk
23792,30,834371,859484,116250,326954,0.43,7,0.14,High Risk
23793,21,1944490,119798,90431,411818,0.81,5,0.75,Medium Risk
23794,32,1048123,817564,831986,163032,0.43,8,1.02,High Risk
23795,63,1763833,982287,305290,108175,0.52,1,0.31,Low Risk
23796,49,1003553,616552,523781,83127,0.55,6,0.85,High Risk
23797,37,1357623,302072,31626,471374,0.96,7,0.1,High Risk
23798,24,1166164,662577,499835,104719,0.43,1,0.75,Medium Risk
23799,49,1463769,262285,46623,380759,0.89,8,0.18,High Risk
23800,27,304671,914295,993431,28191,0.31,1,1.09,High Risk
23801,64,1867669,124215,51461,220885,0.47,6,0.41,High Risk
23802,33,1344360,358641,229261,298361,0.7,5,0.64,Medium Risk
23803,25,903309,957598,507995,64330,0.8,0,0.53,Low Risk
23804,26,1659617,764242,562837,501976,0.67,4,0.74,Medium Risk
23805,54,557860,918787,408820,106185,0.92,9,0.44,High Risk
23806,27,888811,228426,255317,159601,0.8,8,1.12,High Risk
23807,66,1999839,635517,290873,347936,0.75,5,0.46,Low Risk
23808,48,1570271,975525,659196,101323,0.45,2,0.68,Medium Risk
23809,66,1712498,886705,479958,177487,0.76,8,0.54,High Risk
23810,30,910261,365716,129369,143740,0.42,2,0.35,Low Risk
23811,24,621143,156280,185901,208006,0.42,3,1.19,High Risk
23812,23,1373675,987787,831472,385035,0.68,6,0.84,High Risk
23813,45,1591572,950764,630733,592403,0.71,9,0.66,High Risk
23814,43,296587,671447,545851,99570,0.72,7,0.81,High Risk
23815,47,1581971,656049,433388,170275,0.77,8,0.66,High Risk
23816,34,1180819,441683,411570,273988,0.95,1,0.93,High Risk
23817,58,1967489,249157,83898,449443,0.77,5,0.34,Low Risk
23818,52,428621,261955,310858,118899,0.47,9,1.19,High Risk
23819,43,892112,229480,97569,70112,0.77,6,0.43,High Risk
23820,67,498327,428107,231090,162512,0.42,5,0.54,Low Risk
23821,60,1942813,957697,1116884,290657,0.94,5,1.17,High Risk
23822,57,691790,348238,132793,258792,0.72,6,0.38,High Risk
23823,23,1048956,719078,205673,392921,0.31,0,0.29,Low Risk
23824,55,305136,316648,249451,37152,0.95,9,0.79,High Risk
23825,33,1864865,717489,833212,698767,0.84,3,1.16,High Risk
23826,54,1540020,172859,206022,261448,0.3,9,1.19,High Risk
23827,44,811463,468913,169855,107493,0.37,2,0.36,Low Risk
23828,21,1343785,958436,414759,258021,0.73,5,0.43,Low Risk
23829,32,1599042,388027,374946,160597,0.39,6,0.97,High Risk
23830,28,1812106,402605,108710,427112,0.38,8,0.27,High Risk
23831,39,1653448,723914,331563,195128,0.73,5,0.46,Low Risk
23832,29,1202254,123015,87180,443498,0.78,5,0.71,Medium Risk
23833,48,414559,754770,276351,163671,0.39,6,0.37,High Risk
23834,34,590397,571806,73180,55946,0.79,6,0.13,High Risk
23835,47,1975882,478436,58057,245317,0.74,9,0.12,High Risk
23836,38,632002,204834,239372,173439,0.52,0,1.17,High Risk
23837,62,1355865,674594,427633,428871,0.64,1,0.63,Medium Risk
23838,61,1683782,289405,338389,493561,0.67,2,1.17,High Risk
23839,26,692379,996038,515067,72507,0.8,9,0.52,High Risk
23840,53,1294070,127645,127760,193045,0.81,1,1.0,High Risk
23841,57,290662,330131,83788,91060,0.68,2,0.25,Low Risk
23842,62,1647939,58478,9401,186755,0.75,5,0.16,Low Risk
23843,45,790501,244861,119047,48763,0.49,9,0.49,High Risk
23844,33,386674,432922,62502,33695,0.46,6,0.14,High Risk
23845,43,1978125,964347,612546,470729,0.5,4,0.64,Medium Risk
23846,56,445086,327804,263151,164505,0.56,5,0.8,Medium Risk
23847,53,1487666,791834,181601,532568,0.86,6,0.23,High Risk
23848,41,1905170,481024,271867,450774,0.38,3,0.57,Low Risk
23849,54,736692,185939,204941,215354,0.5,3,1.1,High Risk
23850,56,1598075,233932,168981,281890,0.73,5,0.72,Medium Risk
23851,37,1851250,662047,426714,716043,0.38,9,0.64,High Risk
23852,30,764171,806023,651802,107518,0.46,5,0.81,Medium Risk
23853,43,1114864,338933,364441,298091,0.81,0,1.08,High Risk
23854,64,616782,740437,729275,165997,0.42,0,0.98,High Risk
23855,22,1168904,557729,211439,371229,0.48,9,0.38,High Risk
23856,55,1305242,375336,51472,515352,0.32,2,0.14,Low Risk
23857,34,208315,585447,249439,32066,0.41,0,0.43,Low Risk
23858,67,421011,249603,272318,92312,0.43,9,1.09,High Risk
23859,65,409051,238198,139314,154342,0.65,0,0.58,Low Risk
23860,61,1662680,299966,277307,436224,0.97,9,0.92,High Risk
23861,22,797199,419736,399644,158217,0.95,6,0.95,High Risk
23862,39,1744657,633844,494205,473921,0.32,7,0.78,High Risk
23863,36,573489,444849,136189,109251,0.59,0,0.31,Low Risk
23864,63,1229283,80113,53704,357496,0.91,1,0.67,Medium Risk
23865,64,753731,851831,527207,213326,0.66,8,0.62,High Risk
23866,45,1917524,65607,52742,724774,0.51,1,0.8,Medium Risk
23867,21,269466,407543,416074,30178,0.87,4,1.02,High Risk
23868,22,1907712,90740,12336,217287,0.74,2,0.14,Low Risk
23869,68,1726596,838093,384444,263076,0.99,3,0.46,Low Risk
23870,47,565547,132907,123196,176386,0.88,6,0.93,High Risk
23871,22,876233,987009,992231,199986,0.51,6,1.01,High Risk
23872,50,1987953,620863,185242,457332,0.31,2,0.3,Low Risk
23873,30,555028,464474,227887,176087,0.75,0,0.49,Low Risk
23874,39,1864777,57885,37672,637765,0.96,8,0.65,High Risk
23875,62,1792921,295562,218471,425444,0.71,6,0.74,High Risk
23876,36,1125839,422633,226100,56848,0.44,1,0.53,Low Risk
23877,33,732645,192267,169988,123377,0.73,8,0.88,High Risk
23878,68,1579394,221771,132886,168237,0.77,3,0.6,Medium Risk
23879,28,1220947,115031,53504,342465,0.61,9,0.47,High Risk
23880,51,575406,274979,155934,53586,0.88,7,0.57,High Risk
23881,65,1174916,73099,20928,66157,0.78,4,0.29,Low Risk
23882,45,972549,355919,92183,220412,0.57,3,0.26,Low Risk
23883,59,978264,208040,163328,340269,0.88,5,0.79,Medium Risk
23884,41,349813,245849,135600,122387,0.69,5,0.55,Low Risk
23885,58,228683,591246,671622,73018,0.6,4,1.14,High Risk
23886,61,1380224,495628,234551,431709,0.57,0,0.47,Low Risk
23887,49,1656821,120645,97349,616248,0.53,6,0.81,High Risk
23888,26,1097257,473242,411782,296138,0.58,3,0.87,Medium Risk
23889,38,1439874,488425,472441,200010,0.59,4,0.97,High Risk
23890,69,1458388,612838,307861,77807,0.31,5,0.5,Low Risk
23891,64,371140,105230,66679,33699,0.35,4,0.63,Medium Risk
23892,55,1623033,403938,388027,369249,0.77,2,0.96,High Risk
23893,47,1643459,75777,79998,271816,0.4,0,1.06,High Risk
23894,25,1249874,869346,359318,355355,0.38,9,0.41,High Risk
23895,27,1271952,551478,202035,300484,0.52,3,0.37,Low Risk
23896,30,1164406,298551,141541,296911,0.75,6,0.47,High Risk
23897,30,238599,910430,682326,20846,0.59,7,0.75,High Risk
23898,48,737188,951135,966116,220370,0.94,9,1.02,High Risk
23899,56,1228247,184035,148818,427106,0.37,3,0.81,Medium Risk
23900,30,1243907,430415,138791,277440,0.38,7,0.32,High Risk
23901,55,267799,906210,142226,35412,0.55,1,0.16,Low Risk
23902,55,532434,875798,623368,132322,0.89,6,0.71,High Risk
23903,57,891991,794850,746248,191271,0.62,0,0.94,High Risk
23904,68,1744501,671911,440676,137213,0.7,4,0.66,Medium Risk
23905,40,1518120,193283,97254,427017,0.87,2,0.5,Low Risk
23906,33,1801684,776703,246682,524011,0.7,8,0.32,High Risk
23907,31,236295,673623,493085,20927,1.0,5,0.73,Medium Risk
23908,65,860958,324481,250736,325281,0.99,2,0.77,Medium Risk
23909,39,894778,141836,144376,271469,0.7,1,1.02,High Risk
23910,48,408146,950695,868187,95071,0.7,7,0.91,High Risk
23911,58,1284362,601815,401376,320762,0.42,9,0.67,High Risk
23912,65,471540,919577,910846,89981,0.9,9,0.99,High Risk
23913,24,231725,615906,138392,79010,0.31,8,0.22,High Risk
23914,57,329457,292097,105964,84848,0.46,6,0.36,High Risk
23915,39,1354198,684262,635422,149037,0.53,0,0.93,High Risk
23916,57,556132,748296,421864,164980,0.34,4,0.56,Low Risk
23917,34,353371,856761,626447,85260,0.47,5,0.73,Medium Risk
23918,51,767499,795312,834595,191719,0.97,5,1.05,High Risk
23919,48,1117071,584685,655598,325335,0.96,5,1.12,High Risk
23920,56,1662735,382765,429212,406134,0.67,4,1.12,High Risk
23921,64,905485,716524,351551,45721,0.96,8,0.49,High Risk
23922,58,1130118,819508,639780,106161,0.77,2,0.78,Medium Risk
23923,39,1241684,290188,227448,334792,0.31,3,0.78,Medium Risk
23924,62,253160,426200,176720,48517,0.43,6,0.41,High Risk
23925,21,1811629,432919,261247,299138,0.8,0,0.6,Medium Risk
23926,43,1296919,460991,257544,90358,0.77,3,0.56,Low Risk
23927,48,601408,973416,828439,208348,0.38,4,0.85,Medium Risk
23928,68,1960973,898248,680596,108314,0.43,0,0.76,Medium Risk
23929,24,1546003,905145,994628,277969,0.98,1,1.1,High Risk
23930,61,272283,538255,201718,33045,0.72,0,0.37,Low Risk
23931,38,460561,478402,363752,37942,0.38,4,0.76,Medium Risk
23932,69,1869570,494525,430328,461606,0.6,4,0.87,Medium Risk
23933,67,1701786,175221,28969,402569,0.88,8,0.17,High Risk
23934,59,697733,686167,548834,268379,0.75,5,0.8,Medium Risk
23935,45,1549251,373545,281453,159836,0.61,6,0.75,High Risk
23936,38,1648192,52378,23630,556148,0.34,7,0.45,High Risk
23937,26,480468,847095,1002436,154181,0.59,3,1.18,High Risk
23938,39,1910946,679014,372229,416501,0.77,2,0.55,Low Risk
23939,32,1076635,224303,65427,78371,0.83,5,0.29,Low Risk
23940,45,515985,298960,212069,45693,0.89,8,0.71,High Risk
23941,55,1681075,172800,85580,613954,0.65,4,0.5,Low Risk
23942,21,220275,245567,87279,48132,0.65,0,0.36,Low Risk
23943,25,562594,640069,300520,78280,0.32,3,0.47,Low Risk
23944,21,515389,785752,713130,111026,0.51,1,0.91,High Risk
23945,28,1931069,879735,377734,607617,0.86,1,0.43,Low Risk
23946,59,1487732,793579,582338,501659,0.45,6,0.73,High Risk
23947,67,1012884,198064,19900,165847,0.59,9,0.1,High Risk
23948,63,1776527,296111,66786,142124,0.67,9,0.23,High Risk
23949,38,785527,225751,207703,214213,0.86,6,0.92,High Risk
23950,66,336153,238708,77845,76372,0.54,5,0.33,Low Risk
23951,29,281766,451105,438815,21475,0.92,2,0.97,High Risk
23952,25,289594,413974,166861,95554,0.86,2,0.4,Low Risk
23953,24,1687816,835681,275274,531834,0.63,8,0.33,High Risk
23954,64,1948310,257983,220915,619043,0.93,2,0.86,Medium Risk
23955,49,1937665,947739,197482,298143,0.8,3,0.21,Low Risk
23956,21,433717,368915,184062,83655,0.53,4,0.5,Low Risk
23957,50,440416,78748,14405,73044,0.47,7,0.18,High Risk
23958,65,532054,477594,153764,161130,0.99,2,0.32,Low Risk
23959,21,1618068,938911,255586,507127,0.52,9,0.27,High Risk
23960,23,744253,466845,461682,107185,0.82,2,0.99,High Risk
23961,42,1392366,218847,161189,305838,0.65,8,0.74,High Risk
23962,28,1963769,328963,329788,155461,0.43,4,1.0,High Risk
23963,38,664132,57893,69052,243313,0.66,9,1.19,High Risk
23964,45,1887271,725601,515428,645825,0.59,5,0.71,Medium Risk
23965,68,654391,586487,678117,204726,0.96,3,1.16,High Risk
23966,40,1491518,643084,132760,492882,0.44,9,0.21,High Risk
23967,51,494482,166504,37933,123848,0.47,6,0.23,High Risk
23968,50,1840712,930674,604161,684914,0.7,9,0.65,High Risk
23969,36,1926978,734614,175623,351805,0.99,6,0.24,High Risk
23970,22,792316,959523,1061185,217410,0.93,7,1.11,High Risk
23971,37,857630,996458,652489,80190,0.56,9,0.65,High Risk
23972,30,886841,609836,649787,352333,0.47,4,1.07,High Risk
23973,27,797431,797657,272249,127326,0.58,0,0.34,Low Risk
23974,62,917606,488858,400655,360414,0.75,0,0.82,Medium Risk
23975,29,1337704,130787,51947,386668,0.51,3,0.4,Low Risk
23976,37,1144778,735728,526415,243848,0.84,9,0.72,High Risk
23977,29,1926504,358970,378627,463173,0.66,5,1.05,High Risk
23978,29,244362,927028,384137,37047,0.58,7,0.41,High Risk
23979,57,1662253,519749,321054,402557,0.75,3,0.62,Medium Risk
23980,44,1122798,811036,539282,171332,0.34,8,0.66,High Risk
23981,59,1272576,622751,485225,448824,0.86,7,0.78,High Risk
23982,31,1134690,684762,670417,313779,0.33,3,0.98,High Risk
23983,28,1877302,183605,42921,256673,0.79,3,0.23,Low Risk
23984,45,1229026,435858,300416,121847,0.84,8,0.69,High Risk
23985,66,419458,597514,153092,28699,0.34,4,0.26,Low Risk
23986,22,843971,166735,49818,121032,0.33,9,0.3,High Risk
23987,30,528983,754449,483372,157493,0.84,5,0.64,Medium Risk
23988,44,795037,645380,123561,126502,0.54,1,0.19,Low Risk
23989,68,1943711,691445,135583,530502,0.83,1,0.2,Low Risk
23990,36,870035,804825,239137,316147,0.71,2,0.3,Low Risk
23991,39,444131,848725,525823,173364,0.41,2,0.62,Medium Risk
23992,51,1867639,401444,121047,586716,0.87,5,0.3,Low Risk
23993,31,1175590,978673,505473,332815,0.48,3,0.52,Low Risk
23994,26,1803843,527744,557006,535869,0.54,0,1.06,High Risk
23995,26,280603,107086,119961,28091,0.47,1,1.12,High Risk
23996,52,1345511,952943,675135,410383,0.32,6,0.71,High Risk
23997,59,290794,382060,453301,59910,0.81,8,1.19,High Risk
23998,68,465202,525513,460364,57306,0.67,5,0.88,Medium Risk
23999,33,463993,326981,81322,33632,0.6,3,0.25,Low Risk
24000,23,748488,56592,51689,154483,0.31,5,0.91,High Risk
24001,61,561749,802032,666689,64453,0.63,7,0.83,High Risk
24002,55,1143875,665141,699660,307704,0.46,2,1.05,High Risk
24003,58,1536191,91744,59746,186464,0.71,8,0.65,High Risk
24004,37,819427,507825,379400,143095,0.98,9,0.75,High Risk
24005,23,1535776,902528,482201,489995,0.81,3,0.53,Low Risk
24006,54,335109,901599,107282,108133,0.46,9,0.12,High Risk
24007,32,279298,486358,370845,22020,0.68,4,0.76,Medium Risk
24008,44,1986146,899635,1029548,652970,0.4,8,1.14,High Risk
24009,26,370784,989731,279431,119770,0.58,1,0.28,Low Risk
24010,62,243654,68819,19907,46408,0.42,4,0.29,Low Risk
24011,31,734454,944270,521278,176404,0.47,9,0.55,High Risk
24012,68,1311416,903188,928413,502502,0.85,2,1.03,High Risk
24013,47,1207805,800543,597031,348261,0.62,0,0.75,Medium Risk
24014,68,451074,148427,98144,98821,0.63,8,0.66,High Risk
24015,44,648063,254104,267153,240390,0.56,6,1.05,High Risk
24016,38,765624,622138,199471,177516,0.56,0,0.32,Low Risk
24017,47,233026,764571,878820,89941,0.5,3,1.15,High Risk
24018,61,708730,889757,1031252,82076,0.49,0,1.16,High Risk
24019,41,333491,760414,756907,24023,0.94,7,1.0,High Risk
24020,54,263165,224980,95431,97097,0.99,0,0.42,Low Risk
24021,53,1864806,475769,244069,556739,0.62,2,0.51,Low Risk
24022,68,379162,421985,229462,97184,0.62,9,0.54,High Risk
24023,38,1796223,469655,135135,652274,0.49,7,0.29,High Risk
24024,23,899336,629719,94626,108894,0.78,2,0.15,Low Risk
24025,44,919440,799016,137096,48793,0.91,3,0.17,Low Risk
24026,21,320891,630931,490345,50179,0.8,6,0.78,High Risk
24027,26,251304,615618,717336,37380,0.55,5,1.17,High Risk
24028,39,1405673,332777,64168,317232,0.38,5,0.19,Low Risk
24029,42,1710660,780698,627224,341420,0.45,0,0.8,Medium Risk
24030,63,1844286,163477,37977,118145,0.36,0,0.23,Low Risk
24031,28,612717,251120,184462,178656,0.69,2,0.73,Medium Risk
24032,25,1089475,92005,54036,229486,0.97,9,0.59,High Risk
24033,29,1055565,267343,36977,354558,0.55,8,0.14,High Risk
24034,67,1090332,870804,429085,420820,0.52,5,0.49,Low Risk
24035,41,464458,621008,598847,28235,0.71,6,0.96,High Risk
24036,48,327931,837285,264223,118893,0.38,0,0.32,Low Risk
24037,66,856917,140146,93871,146828,0.6,0,0.67,Medium Risk
24038,24,297385,923655,352169,43584,0.53,9,0.38,High Risk
24039,44,1872884,911406,1018891,653599,0.81,2,1.12,High Risk
24040,28,1899211,821197,919713,388429,0.82,2,1.12,High Risk
24041,37,307668,172690,155285,94614,0.8,7,0.9,High Risk
24042,54,513623,590290,507434,174312,0.64,1,0.86,Medium Risk
24043,40,1539916,974870,689362,329131,0.9,5,0.71,Medium Risk
24044,36,358559,792185,763185,29487,0.91,8,0.96,High Risk
24045,30,516697,233865,276383,44093,0.36,0,1.18,High Risk
24046,54,1979171,815783,944573,764010,0.92,0,1.16,High Risk
24047,63,881900,974659,964528,342993,0.59,9,0.99,High Risk
24048,30,276863,698420,174451,36218,0.67,2,0.25,Low Risk
